time,snsr_11,snsr_12,snsr_13,snsr_14,snsr_21,snsr_22,snsr_23,snsr_24,snsr_31,snsr_32,snsr_33,snsr_34,snsr_41,snsr_42,snsr_43,snsr_44,interupt
21703,-0.57,0.57,-1.49,-0.34,-0.23,0.11,1.84,0.46,2.18,2.41,3.10,0.34,0.34,1.26,5.17,1.84,0
21820,-0.57,0.57,-1.61,-0.69,-0.34,2.07,1.84,0.69,2.07,2.64,3.45,0.34,0.46,1.03,4.94,1.84,0
21937,-0.69,0.57,-1.72,-0.57,-0.57,1.84,1.61,0.46,1.84,2.41,3.10,0.23,0.23,1.26,5.40,2.18,0
22054,-0.11,-0.11,-1.26,-1.03,-0.69,1.72,1.95,0.92,1.95,2.76,3.10,0.46,0.23,1.26,5.40,1.61,0
22170,-0.80,0.80,-1.15,-0.80,-0.57,1.72,1.72,0.92,2.30,2.53,3.45,0.23,0.11,1.72,4.94,2.18,0
22287,-0.34,0.11,-1.15,-0.80,-0.34,1.61,1.72,0.69,1.84,2.87,2.87,0.69,0.11,0.80,5.17,1.84,0
22404,-0.57,0.23,-1.49,-1.26,-0.69,1.95,1.72,0.57,2.18,2.76,2.87,0.46,0.00,1.03,5.29,1.72,0
22521,-0.46,0.46,-1.61,-0.23,-0.11,2.07,0.00,0.69,1.84,2.76,2.99,0.00,0.11,1.26,5.40,2.07,0
22638,-0.23,0.46,-1.84,-1.03,-0.46,1.72,1.61,0.57,2.07,2.53,2.99,0.69,0.00,1.15,5.06,1.72,0
22754,-0.57,0.57,-1.38,-0.80,-0.46,2.07,1.49,0.57,2.07,2.53,2.87,-0.11,-0.23,1.26,5.40,1.49,0
22871,-0.57,0.34,-1.84,-0.69,-0.80,1.61,1.61,0.80,2.07,2.53,2.76,0.34,0.46,0.80,5.17,2.07,0
22988,-0.34,0.23,-1.38,-1.03,-0.69,0.23,1.61,0.46,1.95,2.53,3.45,0.46,0.00,1.49,5.63,2.41,0
23105,-0.46,0.80,-1.49,-0.46,-0.34,2.07,1.61,0.92,1.72,2.41,3.10,0.34,0.23,1.15,5.06,1.72,0
23222,-0.11,0.46,-1.49,-0.57,-0.34,1.84,1.72,0.92,2.30,2.53,2.99,0.57,0.34,1.26,5.29,2.30,0
23339,-0.46,-0.11,-1.38,-0.92,-0.34,1.61,1.38,0.92,2.07,2.76,3.10,0.46,0.57,1.38,5.17,1.84,0
23455,-0.23,0.23,-1.72,-0.46,-0.57,1.84,1.95,0.57,2.41,2.76,2.87,0.46,0.23,0.80,4.94,1.84,0
23572,-0.23,0.23,-1.61,-0.92,-0.34,1.61,1.84,0.23,1.84,2.30,3.10,-0.11,0.34,1.61,5.40,1.84,0
23689,-0.80,0.46,-1.61,-0.57,-0.23,2.07,1.61,0.69,1.26,2.64,2.87,0.46,0.23,1.49,5.17,1.95,0
23806,-0.57,0.34,-1.61,-0.57,-0.46,1.84,1.61,1.03,2.07,2.30,2.87,0.23,0.00,1.26,4.94,1.72,0
23923,-0.46,0.34,-1.72,-1.49,-0.80,1.95,1.61,0.57,1.84,2.76,2.76,0.34,0.11,1.38,5.52,1.95,0
24039,-0.34,0.34,-1.61,-0.23,-0.57,1.84,1.61,1.38,2.07,2.99,2.64,0.69,0.23,0.92,5.06,1.61,0
24156,-0.46,0.34,-1.72,-1.03,-0.46,2.07,1.49,0.34,2.07,2.30,2.99,0.23,0.34,1.95,5.63,2.07,0
24273,-0.34,0.11,-1.38,-0.34,-0.92,1.84,1.84,1.03,1.72,2.99,2.76,0.46,0.46,1.84,4.71,0.00,0
24390,-4.60,-10.69,8.39,-7.36,-30.12,-166.33,17.01,2.53,-89.20,-149.32,7.59,-5.86,-73.91,-143.11,17.82,1.38,0
24507,-20.92,-1.15,7.70,-10.12,-0.11,12.53,6.67,-20.58,-0.92,-1.15,6.32,-14.25,-6.09,-1.84,4.25,-4.25,0
24623,-4.94,1.61,0.69,12.18,0.11,-4.37,2.99,11.27,-6.44,-21.61,3.91,12.30,7.13,7.01,2.07,0.00,0
24740,-4.71,-2.64,-1.15,-0.34,-3.45,0.00,-5.98,-1.38,-0.00,2.99,6.32,-1.38,-0.80,-9.08,4.48,1.38,0
24855,-1.49,1.95,-3.33,-0.11,1.61,1.49,2.87,1.26,0.92,1.61,3.79,-1.15,-1.26,-1.84,4.14,4.14,0
24972,-0.11,0.23,0.34,-0.92,0.80,2.76,2.18,-1.61,-0.00,2.87,2.18,0.46,-1.61,0.11,1.95,-1.61,0
25087,0.34,1.49,-1.72,-2.87,0.92,4.48,2.18,2.07,0.57,3.10,4.71,0.46,2.99,0.80,4.94,3.56,0
25204,-1.15,0.23,-1.15,0.69,0.57,0.92,1.95,0.34,3.91,2.87,2.76,0.23,-1.84,1.38,5.40,1.15,0
25321,-0.57,-0.23,-2.07,-1.38,-0.57,1.38,1.95,1.49,2.41,2.64,2.64,1.15,1.61,1.38,5.52,2.76,0
25438,-0.57,-0.11,-1.38,-0.57,0.80,0.80,1.49,1.15,1.84,2.18,3.33,0.34,0.00,0.80,5.52,2.76,0
25554,-1.49,0.34,-1.84,-0.57,-0.34,1.61,1.38,0.92,1.38,1.95,3.10,0.57,1.15,1.15,5.17,1.95,0
25671,-0.46,0.34,-1.61,0.11,-1.84,1.95,1.95,1.61,1.61,2.99,2.87,0.92,0.92,0.92,4.83,1.95,0
25788,-0.92,0.57,-1.61,-1.15,-0.23,2.07,1.49,0.57,1.72,2.30,2.99,0.46,0.57,0.92,5.40,1.84,0
25905,-0.92,0.46,-1.61,-0.92,-0.23,2.07,1.61,0.46,1.61,2.41,3.22,0.34,0.57,0.80,5.17,1.72,0
26022,-0.46,0.69,-1.15,-0.80,-0.46,1.49,1.49,0.57,1.38,2.53,2.99,0.34,0.69,0.80,5.06,1.72,0
26138,-0.69,-0.11,-2.07,-0.80,0.11,1.72,1.72,0.11,1.61,2.76,2.87,0.23,0.92,0.80,5.17,1.95,0
26255,-0.92,0.11,-1.72,-1.03,-0.34,1.49,1.49,0.92,1.26,2.76,2.99,0.34,0.80,1.38,4.94,2.07,0
26372,-2.18,0.80,-1.49,-0.69,-23.91,-0.23,2.76,-17.36,11.72,-10.35,25.52,-4.14,-13.68,18.05,12.18,-10.35,0
26489,68.74,-2.64,23.91,-20.58,-5.52,-1.03,-1.03,19.89,-14.60,4.94,41.61,4.48,-4.94,4.37,20.92,4.48,0
26606,-2.41,-2.99,5.06,10.46,-1.61,1.95,2.87,26.09,-6.21,1.03,0.80,16.67,13.56,-0.92,6.32,5.17,0
26722,1.95,-5.17,-2.99,1.95,-1.72,-3.56,3.22,0.00,-4.60,-2.07,5.63,3.56,-2.53,4.02,5.40,2.07,0
26839,-2.53,0.34,-2.87,2.18,0.23,0.69,0.80,3.22,2.64,1.72,6.09,2.41,-1.26,1.72,3.22,1.03,0
26956,-0.92,1.61,0.34,-1.49,0.00,1.38,-1.84,-3.79,1.84,3.79,2.64,-2.87,1.26,2.87,5.63,-0.46,0
27073,0.34,1.03,-0.92,-1.15,-0.46,-1.38,3.33,-0.69,1.61,1.84,1.15,0.11,2.07,-0.23,5.98,0.69,0
27190,0.23,0.57,-1.72,-0.11,1.61,2.07,2.53,2.87,2.87,1.72,3.68,0.11,1.95,0.80,5.98,1.03,0
27307,-0.34,1.38,-1.61,-1.15,-0.23,1.61,2.07,1.15,2.18,2.30,3.22,0.69,1.26,0.46,5.63,1.95,0
27423,0.23,-1.15,-1.72,0.00,0.57,0.92,1.49,0.57,1.38,2.07,3.22,1.38,1.61,1.49,5.17,2.53,0
27540,-0.92,-0.23,-1.61,-1.49,-0.80,1.49,1.26,1.03,1.61,2.30,2.30,0.57,1.26,0.80,5.29,2.07,0
27657,-1.03,0.92,-1.61,-0.34,0.11,2.30,1.03,1.38,1.03,2.87,2.76,0.69,0.57,0.92,5.29,1.95,0
27774,-1.15,0.00,-1.61,-0.80,0.23,1.49,2.53,0.34,2.30,2.64,2.87,0.23,1.38,1.15,5.17,2.07,0
27891,-0.80,0.92,-1.38,-0.80,0.46,1.84,1.84,0.46,1.95,1.95,2.64,0.34,1.38,0.80,4.83,1.72,0
28007,-1.03,0.00,-1.95,-0.34,0.34,1.61,1.84,0.80,1.61,2.30,2.30,0.46,0.92,1.15,5.52,1.95,0
28124,-0.69,-0.23,-1.61,-1.03,0.57,1.61,1.38,0.69,1.49,2.18,2.53,0.46,1.15,0.92,5.06,2.30,0
28241,-0.80,0.46,-1.72,-0.92,-0.23,1.72,1.72,1.15,1.95,1.95,2.53,0.23,1.03,1.15,5.06,1.61,0
28358,-1.15,0.46,-1.61,-0.46,7.36,-6.21,12.53,-12.87,-137.71,39.89,38.97,-1.15,-172.31,14.25,14.02,3.45,0
28475,-4.14,13.10,21.27,-29.31,-12.30,3.56,2.41,-8.28,-7.59,8.74,17.59,-23.79,-6.78,-4.94,-1.49,-28.16,0
28591,-2.99,4.25,-3.10,10.92,-1.84,-2.87,8.16,1.26,4.25,-17.36,10.81,14.48,1.72,2.99,2.53,-7.82,0
28708,-3.45,0.80,-3.10,-0.57,-7.59,-6.21,1.95,-3.33,1.72,-0.34,4.60,5.86,-1.84,-1.03,6.67,-1.49,0
28825,1.49,-0.23,-4.25,-1.49,-0.92,2.99,-0.23,-2.41,1.95,2.41,0.34,0.80,0.23,0.46,2.53,2.07,0
28942,0.00,0.11,-1.84,-2.18,0.23,2.18,1.95,8.85,3.56,1.84,2.64,-0.80,1.03,2.76,4.25,-2.53,0
29059,1.03,0.11,-2.41,-1.15,-1.26,4.25,2.53,1.49,1.49,2.53,3.56,-1.95,1.84,2.07,3.91,2.76,0
29176,-0.92,1.26,-2.18,-2.07,1.38,2.53,1.95,-1.95,2.30,2.07,3.10,-0.69,0.69,0.11,5.17,1.03,0
29292,-0.92,0.00,-2.30,-0.46,0.00,1.61,1.95,0.80,2.76,1.95,3.68,1.26,0.34,0.80,5.06,0.46,0
29409,-0.34,-0.23,-1.38,-0.69,-0.80,1.72,1.03,0.69,2.87,2.87,2.30,0.57,1.03,0.92,5.17,2.87,0
29526,0.23,0.34,-1.38,-0.92,0.11,2.07,1.84,0.80,2.18,2.41,3.68,0.69,0.80,0.46,5.17,1.95,0
29643,-0.92,0.11,-1.38,-1.26,-0.57,1.61,1.84,0.46,1.84,2.53,2.30,0.57,1.26,0.69,5.06,2.41,0
29760,-0.69,0.00,-1.72,-1.49,-0.23,1.72,0.92,0.57,2.18,2.87,2.87,0.11,1.03,0.92,5.52,1.72,0
29876,-0.92,-0.23,-1.15,-0.80,0.11,1.72,1.38,0.57,2.18,2.41,3.22,0.00,0.46,0.46,5.06,3.45,0
29993,-0.46,-0.11,-1.38,-0.69,-0.34,1.72,1.84,0.69,1.95,2.64,2.87,0.23,0.57,1.03,5.06,1.72,0
30110,-0.92,0.23,-1.61,-1.15,-0.23,1.84,1.49,0.57,1.95,2.41,3.10,0.00,0.69,0.57,4.71,1.95,0
30227,-1.03,-0.23,-1.15,-0.92,-0.80,1.03,1.49,0.92,1.84,2.18,2.87,0.46,0.80,0.92,5.06,1.95,0
30344,94.60,-12.53,-33.45,14.14,98.51,58.39,-45.98,4.48,121.62,169.32,-167.37,4.02,-1.26,64.49,-48.85,2.41,0
30461,-5.52,-7.24,-1.15,-7.36,-5.06,7.01,1.38,3.22,-4.71,5.29,-3.10,18.97,5.75,-20.92,-5.75,61.73,0
30577,-4.02,-9.08,0.00,-6.67,6.55,-12.64,5.40,0.34,-14.71,5.63,4.02,1.84,-19.08,-7.70,7.24,4.48,0
30694,-2.53,3.56,-4.83,-2.64,-1.84,-4.25,6.44,6.90,-1.38,0.69,1.26,1.61,3.33,-0.57,2.87,7.01,0
30811,1.26,0.57,-0.34,-2.30,0.92,0.57,2.18,-3.91,2.41,4.02,3.22,1.26,-1.03,4.14,4.02,5.17,0
30928,0.57,1.15,-0.34,-0.69,0.11,2.99,0.57,-1.38,3.79,5.06,4.60,1.49,-0.34,0.57,3.33,-0.92,0
31045,1.03,0.34,-0.80,-0.46,-0.69,2.64,1.95,1.03,5.17,2.53,3.10,0.92,0.80,0.69,5.86,2.07,0
31161,-2.07,0.46,-1.49,-0.92,-0.34,1.84,1.15,0.57,1.72,1.95,3.33,0.46,1.15,0.23,5.40,2.30,0
31278,0.34,0.00,-1.49,-0.34,1.03,0.69,1.38,1.03,1.61,2.30,2.87,0.11,0.46,1.38,5.75,2.18,0
31395,0.00,0.00,-1.84,-1.03,0.34,1.61,1.84,0.23,2.07,2.64,2.87,0.92,0.11,0.46,4.71,2.99,0
31512,-0.80,0.00,-1.49,-1.26,-0.57,1.72,1.72,1.38,1.72,2.30,2.87,0.80,0.46,1.15,5.06,2.30,0
31629,-0.92,0.00,-1.61,-1.03,0.11,2.30,1.49,0.80,1.49,2.87,2.99,0.11,0.69,1.15,4.94,1.84,0
31745,-0.80,0.46,-1.49,-1.49,0.34,2.30,2.07,0.57,2.07,2.76,2.76,0.11,1.15,0.57,5.29,1.84,0
31862,-0.92,0.11,-1.38,-0.92,0.00,1.95,1.61,1.15,1.84,2.64,3.10,0.11,0.69,0.57,4.83,1.84,0
31979,-0.46,0.11,-1.49,-0.46,0.00,1.49,1.26,0.34,1.61,2.53,2.99,0.11,1.03,0.92,5.29,1.72,0
32096,-0.80,0.34,-1.38,-1.03,-0.23,1.84,1.84,0.57,2.18,2.64,3.22,0.46,1.26,0.46,4.94,1.61,0
32213,-0.69,0.57,-1.38,-0.92,0.11,1.49,1.61,0.80,1.95,2.64,3.10,0.46,0.92,0.46,4.83,1.95,0
32330,-0.92,0.46,-1.26,-1.26,-0.57,1.84,1.26,0.57,1.26,2.76,3.56,0.80,0.46,1.26,5.06,2.30,0
32446,20.92,-112.77,16.55,12.18,12.41,0.34,-1.03,4.83,47.47,-6.44,16.32,7.36,16.90,4.48,-50.69,2.76,0
32563,-6.78,-5.63,1.49,-6.55,-14.83,13.22,20.12,-15.98,-12.64,0.69,4.02,-5.17,2.87,2.87,7.13,3.79,0
32680,-7.47,-0.69,-5.40,0.80,-2.30,-14.48,3.33,7.24,1.26,-2.41,3.10,11.72,1.15,-2.53,4.25,2.64,0
32797,3.10,-0.11,3.22,-2.18,1.26,0.69,-4.83,0.69,0.92,1.95,-4.48,1.84,-0.11,-2.64,5.86,0.34,0
32914,-0.11,-0.11,-1.15,-2.53,-1.03,0.34,-1.15,-0.34,2.30,2.18,2.41,0.80,0.23,-0.34,4.37,0.80,0
33030,0.57,0.46,1.72,-1.49,0.69,2.18,0.11,0.80,2.18,4.60,1.61,-0.92,0.69,1.95,3.22,0.23,0
33147,-1.38,0.92,0.11,1.03,0.80,0.46,1.61,1.49,1.38,2.99,4.83,0.80,3.22,0.11,4.60,-0.80,0
33264,-0.46,0.00,-2.07,-0.92,0.92,1.03,1.49,0.34,2.99,2.07,3.33,0.23,1.15,1.38,5.40,0.69,0
33381,-0.23,-0.46,-1.84,-0.57,-0.11,1.72,1.03,0.80,1.72,2.41,2.76,0.46,0.57,1.49,5.40,1.95,0
33498,0.34,-0.23,-1.49,-0.46,0.11,1.26,1.15,1.26,1.72,2.87,2.76,1.03,0.80,0.57,4.71,2.30,0
33615,-0.57,0.11,-1.49,-0.80,-0.57,1.72,1.49,0.92,2.18,2.64,2.87,0.80,1.15,0.57,5.29,1.95,0
33731,-0.46,-0.11,-1.49,-0.80,0.11,1.38,1.26,1.49,2.18,2.76,3.22,0.80,0.57,1.38,5.06,1.61,0
33848,-0.23,0.57,-1.15,-0.57,0.34,1.84,1.38,0.92,2.07,2.41,2.76,0.69,0.69,0.80,5.40,1.72,0
33965,-0.34,0.11,-1.49,-0.69,0.11,1.61,1.61,0.00,1.61,2.87,3.22,0.00,0.92,1.38,5.17,0.23,0
34082,-0.11,-0.11,-1.61,-0.92,0.11,1.84,1.49,0.34,2.07,2.53,3.33,0.11,0.92,0.80,5.29,1.95,0
34199,-0.57,0.46,-1.72,-0.46,-0.11,1.72,1.84,0.69,1.61,2.41,2.87,0.34,1.15,0.80,5.52,1.61,0
34315,-0.69,0.57,-1.38,-0.46,-1.03,1.15,1.72,1.03,1.49,2.99,2.76,0.92,0.23,0.80,5.06,2.53,0
34432,15.06,-159.32,17.59,8.85,59.20,19.54,-3.33,11.61,46.44,2.87,-3.68,2.30,-5.86,42.07,-94.95,3.56,0
34549,-2.53,-8.05,-6.32,-13.79,-7.01,4.94,19.89,-8.51,-12.64,-0.23,5.86,-6.09,2.07,1.95,3.56,-0.46,0
34666,-7.36,-8.74,2.18,-1.26,-1.03,-28.51,-0.11,6.55,5.86,0.57,6.44,-1.15,4.60,-10.00,7.70,3.68,0
34783,1.84,1.26,-3.10,-2.99,-1.15,3.33,1.26,-0.69,3.68,1.61,-7.24,-0.46,4.14,-2.41,-12.30,11.72,0
34899,1.38,1.38,-3.45,-0.46,0.69,1.61,1.15,-2.53,2.53,2.18,2.18,-1.72,0.46,2.41,5.63,2.99,0
35016,-0.46,0.46,-2.18,-1.03,0.46,-0.11,1.72,-3.45,2.76,4.14,2.30,1.15,1.38,3.56,4.48,0.00,0
35133,-0.92,-0.57,-1.49,0.00,1.95,0.92,0.92,0.80,2.53,4.25,3.22,0.11,3.22,0.57,5.98,1.26,0
35250,-1.38,1.61,-1.38,0.00,0.57,1.26,0.69,-0.23,2.76,2.76,3.79,0.57,0.69,1.26,5.52,0.34,0
35367,-0.92,0.00,-1.49,-0.57,0.00,1.49,1.49,0.23,2.87,1.95,3.22,0.46,1.72,0.92,5.17,2.41,0
35484,-0.46,0.23,-1.72,-0.92,1.26,1.26,2.30,-0.57,1.84,2.30,2.99,1.03,0.80,1.15,5.17,2.07,0
35600,-1.03,0.34,-1.84,-0.34,0.00,1.84,1.49,1.38,2.07,1.95,2.41,0.23,0.57,1.72,4.94,2.07,0
35717,-0.57,0.11,-1.49,-0.69,0.00,2.07,1.72,1.15,2.07,2.53,3.45,0.23,1.49,0.92,5.29,2.30,0
35834,-0.57,0.46,-0.69,-1.03,0.11,1.72,1.72,0.46,2.18,2.18,2.99,0.46,1.38,1.03,4.94,1.84,0
35951,-0.57,0.23,-1.72,-0.92,0.00,1.49,1.49,0.34,1.95,2.53,2.76,0.23,1.15,1.38,5.29,1.95,0
36068,-0.92,0.11,-1.49,-1.15,-0.11,1.61,1.26,0.69,2.18,2.53,3.45,0.46,0.80,0.57,4.94,1.49,0
36184,-0.57,-0.46,-1.61,-1.15,0.23,1.72,1.38,0.80,2.18,2.18,3.10,0.23,0.69,1.15,5.40,1.84,0
36301,-0.11,4.48,0.57,-6.21,129.89,-168.29,38.05,-15.40,-68.17,-81.50,4.60,1.03,13.79,-22.19,10.46,-6.67,0
36418,1.95,-3.79,8.39,-7.24,0.34,2.30,42.53,-41.27,-11.15,-9.31,11.72,-21.73,-5.29,2.30,7.82,-11.38,0
36535,2.99,-4.02,4.94,17.82,-7.36,14.37,-0.80,13.33,2.41,-12.30,4.94,-2.87,15.75,-4.25,1.84,1.72,0
36652,2.53,1.49,-3.22,-2.07,3.22,-7.01,-7.36,-0.23,7.82,0.00,-0.57,0.80,0.80,-5.06,1.72,9.66,0
36769,1.26,1.26,0.11,-0.57,1.61,2.64,0.57,-1.61,1.49,1.95,1.95,-9.77,-2.99,7.36,5.06,-10.81,0
36885,0.57,0.11,1.49,-0.46,0.46,3.33,1.61,0.80,2.18,2.99,-0.80,-3.91,2.53,-0.23,4.02,1.95,0
37002,-0.92,-0.57,-0.69,-4.71,0.69,2.07,2.30,0.23,3.22,1.72,4.94,1.72,-0.34,1.49,4.83,0.69,0
37119,-0.69,0.11,1.49,0.46,0.23,2.41,0.80,1.15,2.53,1.26,4.02,-0.11,1.49,0.92,5.06,1.95,0
37236,-1.03,0.00,-1.15,-0.80,0.92,1.38,1.49,0.34,1.84,2.07,2.76,1.49,1.03,0.92,5.17,1.49,0
37353,-0.34,0.11,-1.61,-0.23,-0.34,1.15,1.95,0.92,1.26,1.95,2.99,0.23,1.38,0.80,4.71,2.87,0
37469,-0.80,0.00,-0.92,-1.03,0.57,1.84,1.72,1.26,1.95,2.18,2.87,0.80,0.80,0.57,5.52,1.95,0
37586,-0.92,0.00,-1.26,-0.46,0.46,1.72,1.72,0.69,1.49,2.87,2.99,0.11,1.03,0.80,5.17,1.61,0
37703,-0.57,0.11,-1.61,-0.80,-0.11,1.84,1.61,0.46,1.72,2.30,2.87,0.11,0.80,0.57,5.06,2.07,0
37820,-0.80,0.46,-1.72,-1.38,-0.11,1.61,1.38,0.11,1.95,2.53,2.87,0.46,0.92,0.69,5.17,1.03,0
37937,-0.92,-0.11,-1.61,-0.92,0.00,1.03,1.49,0.46,1.84,2.18,3.10,-0.23,0.92,0.69,4.60,1.72,0
38053,-0.92,0.00,-0.92,-1.03,-0.11,1.95,1.49,0.57,1.72,2.30,3.68,0.23,0.80,1.15,5.40,1.95,0
38170,-1.15,0.00,-1.49,-0.92,-1.15,1.61,1.49,1.26,1.26,2.18,3.22,0.46,0.57,0.69,5.52,2.30,0
38287,124.84,27.82,-9.31,1.15,67.25,-0.57,-33.11,-7.24,-22.53,86.67,-81.27,3.79,0.69,58.28,-15.17,4.37,0
38404,4.14,1.61,2.53,-10.12,-4.60,2.30,-7.47,7.36,-0.34,-2.07,-2.99,11.49,1.61,0.80,2.18,-1.26,0
38521,-8.28,-10.46,-2.87,-2.07,-9.89,-21.61,2.53,-0.34,-0.11,-3.45,5.52,-0.92,-11.95,-16.44,7.82,2.53,0
38638,0.46,1.72,-4.60,0.00,-0.23,3.33,-13.56,0.23,0.57,1.84,-7.13,0.92,0.57,-2.07,-5.86,9.54,0
38754,-1.03,1.72,-2.64,-1.26,1.26,-1.03,0.69,-1.49,2.53,2.41,2.41,-2.87,-0.57,2.64,4.94,3.56,0
38871,-1.15,0.80,0.11,-1.49,0.23,1.95,2.41,-3.56,0.34,2.18,3.56,0.11,0.80,0.69,3.68,1.15,0
38988,-0.34,0.00,-1.38,0.57,1.38,1.95,2.07,1.72,3.22,1.95,3.10,0.46,2.18,1.61,7.13,2.41,0
39105,-1.49,0.57,-1.49,-1.26,0.00,0.23,1.03,0.23,1.61,1.84,3.45,1.49,0.11,0.34,5.63,2.76,0
39222,-0.23,-0.80,-1.72,-0.34,1.15,1.38,1.03,1.72,1.61,1.95,3.45,0.46,1.26,1.95,5.63,2.30,0
39338,0.11,0.34,-1.61,-1.15,0.92,1.03,1.61,0.34,2.18,2.30,2.99,0.92,0.80,0.92,4.94,2.18,0
39455,-0.57,0.23,-1.38,-1.03,-0.34,1.49,1.72,1.49,1.84,2.30,2.76,0.00,1.15,1.72,5.17,2.07,0
39572,-0.69,0.11,-1.72,-1.15,-0.11,2.18,1.15,0.69,2.18,2.76,2.99,0.34,1.03,1.38,5.40,1.49,0
39689,-0.69,0.23,-1.61,-0.92,0.11,1.72,1.38,0.34,1.61,2.87,2.76,0.11,0.92,1.26,4.94,1.72,0
39806,-0.57,0.00,-1.38,-1.03,0.23,1.84,1.95,0.57,2.18,2.76,3.33,0.11,1.03,0.57,5.06,1.61,0
39922,-0.34,0.11,-1.84,-0.69,-0.23,1.61,1.61,0.69,1.84,2.87,3.22,0.46,0.80,0.57,5.06,1.95,0
40039,-0.80,-0.34,-1.72,-1.15,-0.11,1.72,1.49,0.57,1.95,2.53,3.22,0.57,1.15,0.80,5.29,2.30,0
40156,-0.92,0.23,-1.49,-0.69,-2.07,2.18,1.84,0.80,1.38,2.87,3.91,0.69,29.31,-0.80,12.41,2.53,0
40273,-87.02,72.99,-55.98,4.02,1.72,76.10,-24.37,5.63,0.80,53.91,-35.17,1.38,-9.43,-10.23,10.81,6.44,0
40390,-1.15,5.06,10.58,4.25,-4.37,4.02,-5.52,5.75,-2.76,0.69,0.11,1.15,3.33,-1.84,14.60,17.24,0
40507,-3.33,-7.93,-6.78,-4.02,2.41,-7.70,0.00,0.23,3.79,-20.46,4.71,1.95,2.30,2.99,5.17,2.87,0
40623,-1.15,-1.03,-2.18,0.69,1.03,-1.26,0.46,-0.57,-0.23,0.00,0.23,2.18,-0.69,2.53,-5.98,3.68,0
40740,-0.34,0.69,-1.84,-3.22,0.57,0.34,0.92,0.23,3.68,2.64,2.07,-2.53,1.38,2.07,5.17,-2.87,0
40857,0.34,1.61,0.34,-0.92,0.57,2.64,3.56,0.00,1.38,3.91,3.22,0.00,-0.23,0.69,5.29,1.49,0
