time,snsr_11,snsr_12,snsr_13,snsr_14,snsr_21,snsr_22,snsr_23,snsr_24,snsr_31,snsr_32,snsr_33,snsr_34,snsr_41,snsr_42,snsr_43,snsr_44,interupt
87825,-0.80,0.11,-1.61,-0.46,0.23,1.49,1.72,0.69,1.49,2.18,2.64,0.23,1.03,0.80,4.60,1.61,0
87942,-0.80,0.11,-1.38,-0.57,0.34,1.61,1.49,0.80,2.18,2.64,3.10,0.11,1.38,1.26,5.17,1.84,0
88059,-1.03,0.11,-1.72,-1.15,0.34,1.49,1.49,0.11,1.95,2.76,2.64,0.69,1.49,0.80,5.52,2.41,0
88176,-0.92,0.11,-1.61,-1.03,0.23,1.38,1.26,0.46,2.07,2.41,2.64,0.23,1.15,1.03,4.83,1.26,0
88293,-0.69,0.11,-1.72,-0.92,0.34,1.95,1.38,0.46,2.07,2.41,3.33,0.34,1.26,1.15,5.40,1.61,0
88409,-1.03,-0.23,-1.49,-1.38,0.34,1.72,1.49,0.46,1.95,2.41,2.99,0.69,1.61,0.80,5.29,2.18,0
88526,-0.80,-0.23,-1.72,-0.57,0.57,1.61,1.49,0.57,2.07,2.76,2.99,0.11,1.61,0.92,4.94,1.72,0
88643,-1.03,-0.11,-1.49,-0.46,0.23,1.38,1.26,1.03,2.18,2.64,2.76,0.46,1.26,0.92,5.06,1.95,0
88760,-0.80,0.34,-1.26,-0.57,0.69,1.49,1.38,0.69,1.95,2.41,2.76,0.11,1.61,0.69,5.17,1.95,0
88877,-0.46,0.46,-1.49,-0.92,0.57,1.95,1.26,0.57,1.72,2.30,2.99,0.46,1.72,0.57,5.29,1.84,0
88993,-0.80,0.23,-1.84,-0.57,0.11,1.61,1.38,0.57,1.84,2.64,3.22,0.69,0.92,0.80,5.52,2.41,0
89110,-0.80,0.46,-1.72,-0.57,0.23,1.72,1.95,1.03,1.84,2.64,2.99,0.46,0.92,0.57,4.94,1.61,0
89227,-0.80,0.34,-1.38,-1.26,0.34,1.15,1.61,0.80,1.84,2.53,2.99,0.34,1.38,1.15,5.17,1.95,0
89344,-1.03,0.00,-1.61,-0.69,0.23,1.95,1.84,0.23,1.61,2.41,2.87,0.69,1.03,0.57,4.94,2.41,0
89461,-1.15,0.23,-1.49,-1.15,0.57,1.72,1.72,0.46,1.84,2.64,3.22,0.23,1.61,0.92,5.17,1.72,0
89578,-1.03,0.34,-1.61,-0.57,0.34,1.72,1.95,0.46,1.95,2.64,2.99,0.34,1.26,1.26,4.83,2.41,0
89694,-0.57,0.34,-1.49,-0.57,0.46,1.61,1.38,0.80,2.30,2.41,2.76,0.69,1.15,0.80,4.83,2.18,0
89811,-1.03,0.34,-1.72,-1.15,0.23,1.61,1.49,0.46,1.84,2.41,3.22,0.11,1.61,1.03,5.17,2.07,0
89928,-0.80,0.34,-1.61,-1.03,0.34,1.49,1.26,0.46,1.95,2.53,2.76,-0.11,1.15,1.03,5.17,1.95,0
90045,-1.03,0.11,-1.49,-1.03,0.46,1.49,1.84,0.57,2.41,2.30,3.33,0.23,1.03,1.15,5.29,2.41,0
90162,-0.92,-0.11,-1.49,-0.92,0.57,1.49,1.61,0.57,1.95,2.07,2.64,0.57,1.15,0.57,5.06,2.18,0
90278,-0.80,-0.11,-1.49,-1.03,0.23,1.61,1.49,0.57,1.72,2.64,2.87,0.34,0.80,1.03,4.94,1.84,0
90395,-1.03,0.57,-1.49,-1.15,0.34,1.38,1.38,0.69,1.61,2.53,2.87,0.23,1.49,0.80,4.60,1.72,0
90512,-1.03,0.23,-1.49,-0.80,0.34,1.61,1.61,0.34,2.18,2.30,2.99,0.92,1.61,1.26,5.06,2.18,0
90629,-0.80,0.23,-1.49,-1.03,0.46,1.61,1.72,0.57,1.95,2.53,3.22,0.57,1.49,1.15,5.40,1.95,0
90746,-1.03,0.34,-1.26,-0.57,0.46,1.72,1.49,0.69,1.61,2.30,2.87,0.23,1.38,1.03,4.60,2.07,0
90863,-0.69,0.46,-1.38,-0.92,0.46,1.72,1.61,0.23,2.07,2.30,2.87,0.57,1.15,1.26,5.29,2.07,0
90979,-0.92,0.34,-1.38,-0.92,0.00,1.84,1.61,0.34,1.95,2.18,3.22,0.23,0.92,1.49,5.17,1.49,0
91096,-0.80,0.57,-1.26,-0.92,0.57,1.61,1.38,0.92,2.07,2.64,2.99,0.23,1.26,0.69,5.17,1.61,0
91213,-0.69,-0.34,-1.49,-0.57,0.11,1.84,1.15,0.57,1.61,2.64,3.10,0.69,0.92,1.15,4.83,1.72,0
91330,-1.03,0.23,-1.72,-1.26,0.23,1.49,1.49,0.11,2.30,2.64,2.99,0.46,1.38,1.03,5.17,1.95,0
91447,-0.80,-0.23,-1.38,-1.03,0.57,1.38,1.61,0.34,2.07,2.53,2.99,0.80,1.26,0.92,4.94,1.84,0
91563,-1.03,0.23,-1.38,-0.80,0.69,0.92,1.26,0.23,1.49,2.41,2.99,0.69,1.15,0.92,5.29,1.72,0
91680,-21.27,-49.77,-29.08,14.71,-40.69,44.83,-40.00,7.82,-54.83,6.55,-28.97,-2.99,-31.15,191.97,1.26,-6.55,0
91797,8.28,-3.10,-3.68,-16.09,-3.10,10.69,6.44,47.82,-0.34,-0.57,5.63,13.56,1.15,-0.80,2.64,-7.47,1
91914,-5.17,2.64,-6.09,0.11,-4.02,0.46,6.78,0.57,4.94,-7.24,-5.98,0.69,3.91,4.25,0.57,-0.57,0
92031,-2.53,-1.49,-3.33,-2.64,-7.01,2.99,-0.34,0.23,4.37,0.00,-0.69,8.28,2.41,1.15,-1.84,7.01,0
92147,-1.15,0.00,-4.02,-1.38,-1.03,2.87,1.49,-2.64,1.72,0.23,2.87,0.00,0.57,2.76,5.63,1.03,0
92264,-1.38,1.38,0.69,0.46,0.11,2.87,2.64,0.57,3.33,3.22,3.79,-1.38,-0.80,1.03,4.48,2.64,0
92381,-1.72,-0.69,-0.23,-0.57,-0.34,5.63,1.84,0.00,2.18,3.22,4.02,-0.11,1.61,1.26,4.48,0.80,0
92498,-1.03,-1.03,-1.26,0.34,0.80,1.72,1.38,1.84,1.95,4.02,2.87,0.00,1.84,0.57,5.06,0.80,0
92615,-1.03,0.46,-1.95,-1.49,0.57,1.72,0.46,-0.57,2.64,2.53,1.61,1.95,1.03,1.26,4.25,2.30,0
92732,0.11,0.11,-0.69,-1.03,0.80,1.49,1.15,1.15,2.41,1.95,2.99,0.92,1.38,0.80,5.52,1.15,0
92848,-0.57,0.00,-1.84,-1.72,0.23,1.38,1.95,0.80,2.07,2.41,2.99,0.11,1.26,0.92,4.14,2.53,0
92965,-1.03,0.92,-0.69,-1.49,0.23,1.95,1.03,0.46,1.95,2.76,2.64,-0.11,1.03,1.26,5.40,1.26,0
93082,-0.80,0.34,-1.72,-1.38,0.34,1.84,1.49,0.46,2.07,2.41,2.76,-0.11,1.15,0.80,5.52,2.07,0
93199,-0.69,0.23,-1.61,-1.61,0.34,1.72,1.49,0.69,1.95,2.41,2.41,0.23,1.15,1.03,4.60,1.95,0
93316,-0.80,0.00,-1.49,-1.15,0.11,1.61,1.26,0.46,1.95,2.64,2.64,0.34,0.57,1.26,5.06,0.80,0
93432,-0.69,-0.34,-1.84,-1.03,-0.11,0.92,1.38,-0.11,1.95,2.30,3.10,0.00,1.15,0.92,5.52,1.84,0
93549,-91.61,-39.43,-0.00,57.93,-65.52,20.23,-13.45,-3.33,-44.60,-1.03,-41.84,-68.51,90.47,98.74,44.95,-90.24,0
93665,4.37,-1.26,-7.59,0.11,-10.69,-2.41,-2.76,45.06,-12.53,1.03,0.57,4.60,3.91,11.04,1.03,-4.25,0
93782,-10.12,-7.01,-3.79,-5.63,-2.64,1.95,2.87,2.53,-0.69,-7.93,-6.21,3.33,-9.66,5.86,-2.18,7.59,0
93899,-4.25,0.80,-1.72,-3.68,0.11,0.34,-3.45,0.69,5.29,1.61,-6.21,-8.39,2.99,-1.15,-4.25,-12.18,0
94016,0.57,1.61,-4.37,1.49,1.03,0.34,2.18,4.14,2.64,2.53,4.02,0.34,0.57,1.03,4.83,-1.72,0
94133,-1.26,1.49,-0.34,0.11,0.57,2.30,3.91,-1.49,2.18,2.53,2.18,0.57,1.61,-0.69,4.14,-0.46,0
94249,-0.92,-0.11,-0.34,-0.34,0.00,1.38,2.99,-1.38,1.38,2.87,3.56,-1.26,1.84,4.25,4.60,-1.03,0
94366,-1.26,0.57,-1.84,-1.15,0.69,2.87,2.41,0.69,2.30,3.22,4.37,2.30,1.38,1.38,5.52,1.61,0
94483,-1.15,-0.11,-1.26,-1.61,0.46,1.72,1.15,1.15,2.30,2.87,1.38,1.38,1.03,1.26,4.25,2.64,0
94600,-0.11,0.34,-1.49,-0.92,0.00,1.61,0.34,0.57,2.76,2.87,2.76,0.00,0.46,0.57,5.40,1.26,0
94717,-0.46,0.57,-1.49,-1.38,-0.34,1.61,1.72,0.69,2.76,2.53,3.33,0.23,1.03,1.38,3.79,1.72,0
94834,-0.92,0.69,-1.61,-1.38,-0.92,1.95,2.30,0.23,2.30,2.64,2.99,0.00,0.69,1.26,4.71,1.38,0
94950,-0.92,0.46,-1.38,-1.38,0.23,1.49,1.72,-0.11,1.61,2.41,3.33,0.00,0.92,1.15,5.17,2.07,0
95067,-0.46,-0.23,-1.61,-1.61,0.11,1.72,1.15,0.11,1.84,2.41,3.33,0.00,1.15,0.92,4.71,1.72,0
95184,-1.15,-1.26,-1.72,-1.03,-0.34,-0.92,1.72,0.57,2.18,7.70,1.38,0.11,6.44,24.37,13.56,2.76,0
95301,78.17,-67.82,39.89,10.12,101.39,24.48,7.59,-2.41,53.11,-24.37,48.85,5.75,-0.23,-48.28,-1.72,145.07,0
95418,5.06,-1.95,6.67,16.44,-0.57,-4.14,-20.92,4.71,-0.80,5.17,1.15,-0.46,-0.11,6.55,0.69,-1.95,0
95534,-5.17,4.71,-2.64,-2.53,-7.24,0.11,-2.41,3.79,-13.45,8.97,2.41,2.07,-1.72,-5.40,2.07,6.32,0
95651,3.22,1.15,-3.45,-4.02,0.00,2.76,-0.34,-4.14,0.92,4.37,1.84,-12.76,1.72,1.84,1.61,-11.04,0
95768,0.69,-0.34,1.49,0.92,0.11,2.87,3.79,2.07,0.00,1.95,2.64,0.69,1.84,1.49,3.33,0.92,0
95885,-0.92,0.23,-3.10,-0.46,0.92,1.49,0.34,0.46,2.64,2.18,3.91,0.80,2.99,2.18,7.24,0.34,0
96002,-1.38,1.15,-1.49,-0.92,-0.57,1.03,2.76,1.03,1.38,1.61,2.41,0.46,1.72,1.61,6.09,1.15,0
96118,-1.26,0.46,-0.69,-1.15,-0.46,2.87,2.30,2.76,1.84,2.30,2.30,0.92,0.57,1.84,4.60,4.02,0
96235,-0.69,0.11,-1.72,-1.49,0.34,2.07,1.61,0.11,2.18,2.87,1.84,1.61,0.69,1.15,5.17,2.07,0
96352,-0.69,0.69,-1.49,-0.80,-0.11,2.18,1.38,0.34,2.18,2.99,2.41,0.11,0.69,1.26,5.52,1.03,0
96469,-1.03,-0.11,-1.72,-0.92,-0.11,2.18,2.41,0.23,2.53,2.87,1.84,0.34,1.72,1.03,5.40,2.30,0
96586,-1.15,-0.23,-1.49,-1.26,-0.34,2.30,2.07,0.11,2.07,2.76,2.30,0.34,0.46,1.38,5.52,1.26,0
96703,-0.92,0.34,-1.61,-1.03,-0.23,2.18,1.84,0.57,2.07,2.18,2.99,-0.11,1.15,1.49,4.48,2.18,0
96819,-0.46,0.23,-1.15,-1.38,0.11,2.18,1.61,0.34,2.07,2.53,2.30,0.23,1.03,1.61,4.83,1.61,0
96936,-0.80,-0.11,-1.61,-0.80,-0.34,1.15,1.72,0.34,2.30,1.95,2.53,0.57,1.03,2.30,5.40,2.41,0
97053,-12.87,153.46,3.45,-60.12,-97.02,24.37,-1.61,-36.21,31.15,62.19,62.30,-13.91,30.81,-6.67,38.05,-23.91,0
97170,14.60,-15.63,2.87,-1.95,-1.95,-6.67,2.87,-23.68,-3.68,4.25,1.49,-3.33,4.14,13.79,-0.23,1.84,0
97287,-6.90,-15.52,-5.17,-3.79,-8.05,-8.62,-2.76,1.95,0.34,-6.78,-8.62,2.30,-9.20,0.80,-5.29,11.15,0
97403,-0.57,2.18,1.15,-0.34,-1.61,-2.64,-4.25,-2.87,0.92,2.18,-7.24,-4.37,3.45,1.26,-0.69,-11.84,0
97520,-1.49,1.61,-0.23,1.15,0.11,3.56,2.18,-3.22,3.33,2.30,2.53,-0.80,0.92,1.84,5.86,-2.30,0
97637,1.15,1.38,-9.08,0.69,0.11,2.53,1.38,-1.15,3.33,2.87,4.02,-0.57,-1.61,-0.11,2.41,0.57,0
97754,-0.92,1.15,1.26,-1.38,0.11,2.30,2.07,0.69,1.95,2.18,2.41,-0.46,2.07,1.26,4.94,-0.80,0
97871,-0.80,1.26,-3.56,-0.34,-0.34,3.22,2.41,1.03,2.07,3.91,3.68,1.49,-0.11,2.64,4.37,1.84,0
97987,-0.69,0.00,-1.95,-0.92,-0.57,2.30,1.95,0.69,2.64,2.53,2.41,1.49,1.38,1.61,4.83,2.41,0
98104,-1.38,0.34,-1.72,-1.03,0.11,2.07,2.41,0.11,3.22,2.30,1.61,0.34,1.72,0.69,4.94,1.84,0
98221,-0.57,0.34,-1.15,-0.34,0.46,2.41,1.61,0.34,2.18,2.53,2.30,0.34,0.69,0.69,4.37,2.07,0
98338,-0.80,-0.11,-1.03,-1.49,-0.11,1.84,1.26,0.00,2.41,2.64,3.56,0.69,0.92,1.15,5.29,1.72,0
98455,-1.49,0.11,-1.38,-1.84,-0.11,2.07,1.26,0.11,2.07,2.41,3.10,0.11,0.34,1.15,4.83,1.38,0
98572,-0.92,0.00,-1.26,-1.49,-0.69,1.72,1.95,0.34,0.11,2.07,2.87,0.23,0.57,1.15,4.94,1.38,0
98688,-0.11,3.56,-0.11,-0.57,-4.02,12.41,39.54,7.36,40.58,-24.48,45.86,20.12,46.09,-93.80,14.71,13.79,0
98805,9.54,68.97,-5.29,11.04,6.90,11.84,15.06,-18.74,-2.64,10.23,4.48,7.93,5.40,3.10,6.90,12.18,1
98922,2.99,-0.92,-10.46,-0.69,-4.71,0.80,-5.17,1.26,6.90,4.60,-20.69,-1.49,0.57,3.33,8.16,-0.11,0
99039,-2.18,-2.87,4.02,-3.45,-6.55,-3.79,3.79,-0.57,-3.10,-0.80,7.01,5.06,-2.30,7.36,-7.93,7.24,0
99156,0.69,-1.03,-0.34,0.23,1.38,2.87,-2.76,-3.91,1.95,2.41,3.10,-3.45,0.11,1.61,4.83,-1.49,0
99272,-1.26,-0.69,-1.15,0.57,0.80,2.87,1.03,-0.69,2.41,2.30,1.15,2.18,-0.11,1.84,3.10,2.76,0
99389,-1.15,1.38,0.80,0.11,0.80,2.53,4.48,0.57,1.95,3.10,3.10,-0.11,1.61,3.33,5.06,0.69,0
99506,-1.26,0.57,-1.84,-0.80,-1.15,2.07,2.76,0.34,2.53,2.99,2.99,0.23,-0.11,2.30,5.98,0.80,0
99623,-0.80,1.72,-1.03,-1.03,-0.46,2.18,1.84,0.92,2.18,2.07,2.76,1.72,1.49,0.34,5.98,2.99,0
99740,-1.26,1.03,-1.61,-1.38,-0.23,1.95,1.15,0.46,2.87,2.53,2.64,1.15,1.49,1.72,4.94,1.49,0
99856,-0.34,0.34,-1.26,-1.15,0.23,2.41,1.72,0.00,1.84,2.18,2.18,0.34,0.69,0.69,4.02,1.49,0
99973,-0.80,0.00,-0.34,-1.49,0.00,2.41,1.84,0.80,2.07,2.64,2.76,-0.11,0.80,1.38,4.60,1.95,0
100090,-1.03,0.34,-1.26,-0.57,-0.46,2.07,2.18,-0.23,1.95,2.53,2.99,0.23,0.92,1.61,5.52,0.80,0
100207,-0.57,-0.11,-1.61,-1.15,-0.46,2.07,1.84,0.23,2.07,2.76,3.22,0.23,0.92,0.80,4.48,2.07,0
100324,-0.57,-0.11,-1.38,-0.69,-0.23,2.07,1.84,0.23,2.18,2.41,2.41,-0.57,0.80,0.57,4.94,1.49,0
100441,-0.69,0.11,-1.72,-0.92,0.00,1.61,1.72,0.80,2.07,2.18,2.87,0.23,0.69,0.69,4.94,1.84,0
100557,10.81,-42.65,-182.20,13.79,-47.82,54.03,-30.00,19.54,-35.86,-57.02,-34.14,-0.80,-20.23,222.43,-8.28,-61.96,0
100674,-11.95,-4.37,-1.49,23.79,-3.56,0.11,7.24,28.85,6.90,17.13,8.62,10.58,2.64,-5.17,3.45,-2.64,0
100791,-6.44,2.18,-5.06,-0.11,-8.39,3.10,-4.71,1.26,-1.03,-7.24,0.11,2.07,-5.86,5.06,-2.64,12.07,0
100908,1.84,2.30,-2.41,-2.76,2.07,1.84,-8.28,-2.30,4.48,3.33,-6.21,-16.09,1.95,1.61,-8.85,-13.79,0
101025,1.03,-0.80,-1.72,3.10,1.15,3.10,0.80,-7.24,3.91,3.79,4.02,-5.75,1.15,1.26,4.71,-3.91,0
101141,0.23,1.84,-0.80,-1.38,0.92,2.18,0.23,-1.84,2.87,2.18,6.32,0.46,-0.23,-0.11,5.40,-0.11,0
101258,-2.18,-0.23,-1.61,-1.49,-0.11,4.71,2.76,1.03,0.57,2.64,3.10,-0.46,2.18,1.38,5.40,1.15,0
101375,-0.69,-0.34,-2.18,-0.46,0.00,3.10,2.30,0.34,2.76,2.99,2.87,0.34,0.11,2.07,5.63,1.38,0
101492,-0.57,0.92,-1.49,-1.61,1.03,1.95,1.61,0.23,1.38,2.76,2.64,1.49,0.92,1.26,5.17,1.95,0
101609,-0.80,0.57,-1.84,-1.49,0.34,1.84,1.84,0.11,2.07,2.41,2.53,0.11,1.38,0.80,5.06,1.95,0
101725,-0.11,-0.57,-1.61,-1.49,0.23,2.07,1.26,0.11,1.95,2.41,2.41,0.00,0.92,1.72,4.94,1.72,0
101842,-0.57,-0.11,-1.15,-0.80,-0.69,2.53,1.72,0.23,1.95,2.99,2.53,0.23,1.15,0.69,4.83,1.15,0
101959,-0.69,0.34,-1.61,-1.49,-0.11,1.84,1.95,0.11,1.84,2.53,3.45,0.00,0.80,1.26,5.52,1.26,0
102076,-0.34,0.11,-1.61,-1.72,-0.23,2.18,2.07,0.00,2.64,2.30,2.64,0.00,0.80,0.80,4.94,1.72,0
102193,-0.69,0.00,-1.26,-0.92,0.00,2.07,1.49,0.46,2.41,2.07,2.18,0.11,0.92,1.15,5.17,1.38,0
102310,0.80,-101.04,7.01,-2.87,1.72,41.27,-119.09,12.41,-81.50,-16.78,-176.33,10.23,-196.45,-153.23,-110.93,25.98,0
102426,-27.24,-11.49,3.33,24.60,-5.40,-12.64,18.97,7.24,3.45,-2.07,-5.75,62.53,2.64,-0.80,7.36,-16.32,1
102543,3.56,2.76,-3.79,-2.76,0.23,-0.11,-3.79,1.49,2.30,3.45,1.61,-0.57,0.69,3.91,1.38,-1.61,0
102660,6.09,0.57,-0.57,-0.80,-7.47,-0.92,-1.61,-1.95,-3.91,5.17,5.06,5.17,-4.71,0.80,0.34,4.14,0
102777,-1.15,0.57,-0.34,-1.49,0.00,3.79,1.95,0.46,-0.23,2.53,3.33,0.57,1.49,1.49,5.63,3.10,0
102894,0.46,0.46,0.57,-4.71,1.49,1.72,1.26,2.18,2.18,2.87,1.95,1.15,-0.57,2.07,6.09,0.92,0
103010,0.80,1.61,-0.46,0.80,0.11,2.07,2.18,1.26,2.76,2.99,3.79,-0.34,1.38,1.15,4.48,1.61,0
103127,-0.11,0.92,-1.49,-1.26,-0.11,1.84,2.41,0.23,1.26,3.10,3.10,0.23,1.61,2.30,5.98,1.49,0
103244,-1.03,0.23,-1.95,-0.46,0.11,2.76,0.69,0.80,2.18,2.99,3.45,2.64,1.61,1.49,4.60,2.18,0
103361,-1.03,-0.11,-1.38,-1.38,-0.46,1.84,1.84,0.34,2.30,2.07,1.38,0.69,0.69,0.92,5.40,1.72,0
103478,-0.69,0.80,-1.26,-0.34,0.69,2.30,1.49,0.11,2.64,2.41,2.30,1.03,0.46,1.03,3.91,2.30,0
103594,-0.34,0.46,-1.03,-1.26,0.00,2.18,1.38,0.11,1.84,2.87,2.41,-0.69,0.92,1.61,5.17,1.03,0
103711,-0.92,0.23,-1.84,-0.80,-0.23,2.30,1.95,-0.11,1.95,2.64,2.53,0.34,0.69,0.92,5.40,1.61,0
103828,-0.46,0.57,-1.38,-0.92,0.00,2.07,1.61,-0.11,1.84,2.18,2.76,0.11,0.80,1.38,5.06,2.07,0
103945,-0.57,0.00,-1.26,-1.84,0.11,2.07,1.84,0.57,2.18,2.41,2.18,0.00,0.69,1.15,5.29,1.72,0
104062,-1.03,-0.57,-1.38,-0.69,-0.11,-1.95,2.64,0.23,5.29,1.84,2.18,2.76,-1.38,17.36,10.58,10.12,0
104179,69.08,-118.63,11.27,17.93,91.84,-9.43,42.65,-4.83,63.45,12.53,43.68,-21.84,-21.38,-35.29,-6.67,125.64,0
104295,10.46,-2.87,-2.87,16.67,2.53,-1.84,-1.38,-1.49,1.95,1.15,4.37,-1.15,-0.34,0.23,7.13,2.53,0
104412,-6.44,-1.61,1.49,-0.69,-11.04,-7.82,-2.18,-0.80,4.71,-4.25,1.61,2.07,3.68,-12.07,-3.22,4.71,0
104529,0.57,-0.11,-2.07,-1.95,-0.34,2.41,-2.07,-5.75,1.72,2.30,1.95,-12.41,-1.38,2.18,2.99,-10.69,0
104646,-1.03,-0.92,0.92,-3.10,1.84,2.30,-0.92,-0.46,3.68,2.30,1.61,-0.34,1.84,1.72,2.87,1.03,0
104763,-0.57,1.84,3.33,0.69,0.57,3.45,2.99,0.80,2.30,2.87,3.33,-1.26,2.76,0.34,5.98,-0.34,0
104879,-1.03,1.03,-2.18,-1.38,-0.92,2.41,-0.23,0.69,1.61,2.30,3.45,0.46,0.00,2.07,5.29,0.92,0
104996,-1.61,1.26,-1.95,-1.26,-0.11,2.64,1.49,0.92,2.18,2.53,2.53,-0.23,0.92,1.15,5.17,5.29,0
