day,time,snsr_11,snsr_12,snsr_21,snsr_22
0,00:03:35.18,2.18,3.1,0.69,0.11
0,00:03:35.20,4.02,2.07,3.45,0.11
0,00:03:35.22,3.79,-1.72,0.8,0
0,00:03:35.24,1.03,7.01,1.03,0.23
0,00:03:35.26,3.91,4.83,1.61,0.11
0,00:03:35.28,0.57,2.07,2.18,0.11
0,00:03:35.30,2.18,1.49,0.57,0.11
0,00:03:35.32,1.15,2.64,2.3,0.11
0,00:03:35.35,1.38,0.57,2.76,0.23
0,00:03:35.37,1.61,2.3,1.84,0.11
0,00:03:35.39,2.64,2.99,2.41,0.23
0,00:03:35.41,2.41,1.72,1.95,0.11
0,00:03:35.43,1.84,1.95,0.46,0.11
0,00:03:35.45,1.38,1.95,0.46,0.11
0,00:03:35.47,0.92,1.72,-0.23,0.11
0,00:03:35.49,0,1.84,2.18,0.11
0,00:03:35.51,1.15,2.87,1.15,0.11
0,00:03:35.53,2.53,2.76,0.69,0.11
0,00:03:35.56,2.07,2.41,0.92,0.11
0,00:03:35.58,1.38,1.72,1.49,0.11
0,00:03:35.60,1.15,3.79,1.03,0
0,00:03:35.62,2.07,3.1,1.95,0.11
0,00:03:35.64,1.61,2.99,1.03,0
0,00:03:35.66,1.26,2.87,1.15,0.11
0,00:03:35.68,1.03,2.99,1.15,0.11
0,00:03:35.70,1.49,2.53,1.26,0.11
0,00:03:35.72,0.92,2.41,1.03,0.11
0,00:03:35.74,0,1.61,0.11,0.11
0,00:03:35.77,0.69,4.02,-0.34,0.11
0,00:03:35.79,0.23,2.07,0.23,0.23
0,00:03:35.81,0.92,3.33,1.03,0.34
0,00:03:35.83,0.8,2.07,1.61,0.11
0,00:03:35.85,-0.8,2.64,1.49,0.11
0,00:03:35.87,1.15,2.76,1.72,0.11
0,00:03:35.89,0.69,2.07,1.61,0.23
0,00:03:35.91,1.49,2.07,1.15,0.11
0,00:03:35.93,0.92,2.41,0.8,0.23
0,00:03:35.96,0.57,1.95,1.61,0.23
0,00:03:35.98,2.53,1.95,1.61,0.11
0,00:03:36.00,2.64,1.38,0.34,0.11
0,00:03:36.02,2.41,1.84,0.8,0.11
0,00:03:36.04,1.38,1.95,0.8,0.11
0,00:03:36.06,1.26,2.41,1.61,0.11
0,00:03:36.08,1.15,2.07,0.46,0.11
0,00:03:36.10,1.38,2.53,-0.23,0
0,00:03:36.12,0.8,2.64,0.57,0.11
0,00:03:36.15,0.57,2.53,0.8,0.11
0,00:03:36.17,0.92,2.64,0.8,0.11
0,00:03:36.19,0.34,2.3,0.57,0
0,00:03:36.21,0.57,2.18,0,0.34
0,00:03:36.23,1.15,2.07,0.23,0.11
0,00:03:36.25,1.03,2.07,0.8,0.11
0,00:03:36.27,1.61,2.53,0.46,0.11
0,00:03:36.29,1.61,2.18,0.34,0.11
0,00:03:36.31,1.15,2.18,0.23,0.11
0,00:03:36.33,1.61,2.53,0.34,0.11
0,00:03:36.35,1.26,2.64,0.11,0.11
0,00:03:36.38,0.57,3.1,0.46,0
0,00:03:36.40,-0.46,2.87,1.49,0.11
0,00:03:36.42,-1.26,2.53,1.49,0.23
0,00:03:36.44,-0.34,1.95,0.8,0.11
0,00:03:36.46,1.15,1.95,0.34,0.11
0,00:03:36.48,0.46,1.15,0.92,0.34
0,00:03:36.50,1.03,1.61,0.11,0.23
0,00:03:36.52,1.15,2.07,0.11,0.23
0,00:03:36.54,1.95,2.53,0.69,0.11
0,00:03:36.57,1.49,2.64,0.69,0.23
0,00:03:36.59,1.38,2.07,0.69,0.11
0,00:03:36.61,1.26,2.53,0.34,0.11
0,00:03:36.63,0.92,2.41,1.15,0.11
0,00:03:36.65,0.57,2.53,0.34,0
0,00:03:36.67,1.03,2.76,0.23,0.11
0,00:03:36.69,1.26,2.87,1.15,0.11
0,00:03:36.71,1.26,1.95,0.46,0.11
0,00:03:36.73,1.15,1.84,0.34,0.11
0,00:03:36.76,1.26,1.84,0.57,0.11
0,00:03:36.78,1.38,2.41,0.23,0.11
0,00:03:36.80,1.03,2.3,0.8,0.11
0,00:03:36.82,1.26,2.53,0.69,0.11
0,00:03:36.84,0.92,2.76,0.34,0.11
0,00:03:36.86,0.11,2.18,0.34,0.11
0,00:03:36.88,0.8,2.07,0.57,0.23
0,00:03:36.90,1.38,1.95,0.69,0.11
0,00:03:36.92,1.15,1.84,1.03,0.11
0,00:03:36.94,0.8,1.84,0.69,0.11
0,00:03:36.97,0.69,3.1,1.26,0.11
0,00:03:36.99,1.49,5.17,0.69,0.11
0,00:03:37.01,1.72,2.99,0.11,0.11
0,00:03:37.03,1.03,2.64,0.23,0.11
0,00:03:37.05,1.26,2.18,0.23,0.11
0,00:03:37.07,1.49,2.07,0.11,0.23
0,00:03:37.09,1.03,1.72,0.34,0.11
0,00:03:37.11,-0.11,1.49,0.34,0.11
0,00:03:37.13,-3.1,2.3,-1.84,0.11
0,00:03:37.15,-13.56,6.21,-97.59,0.11
0,00:03:37.18,125.3,-143.34,-19.54,0.11
0,00:03:37.20,38.28,-70.81,62.88,0.11
0,00:03:37.22,43.91,54.6,66.1,0.11
0,00:03:37.24,132.31,46.21,35.29,0
0,00:03:37.26,0,0,0,0
0,00:03:37.27,-37.24,82.65,12.76,0.11
0,00:03:37.29,20.69,-22.53,4.37,0.11
0,00:03:37.31,-16.67,32.07,-11.84,0
0,00:03:37.33,2.18,0,5.63,0
0,00:03:37.35,15.75,-6.78,-0.92,0.23
0,00:03:37.37,-3.56,-2.76,-2.41,0.11
0,00:03:37.39,-0.8,-4.37,-1.03,0.11
0,00:03:37.42,-5.29,-1.95,-10.46,0
0,00:03:37.44,-0.92,-0.23,-2.87,0.23
0,00:03:37.46,0.34,3.56,3.1,0.11
0,00:03:37.48,-6.09,4.14,5.06,0.11
0,00:03:37.50,-5.17,0.46,0.92,0.11
0,00:03:37.52,1.03,7.7,0,0
0,00:03:37.54,-0.8,3.33,1.61,0
0,00:03:37.56,-4.02,4.25,0.57,0.11
0,00:03:37.58,-2.18,5.4,2.41,0
0,00:03:37.60,10.92,0.69,3.1,0
0,00:03:37.63,6.9,-18.16,8.85,0.23
0,00:03:37.65,1.26,-1.15,-58.62,0.23
0,00:03:37.67,-10.81,-7.13,0.8,0.11
0,00:03:37.69,-21.84,-7.7,8.85,0.11
0,00:03:37.71,1.84,9.31,-3.45,0.23
0,00:03:37.73,0.69,0.92,-11.27,0.11
0,00:03:37.75,-4.48,-4.71,2.18,0.11
0,00:03:37.77,-0.23,0,1.26,0.23
0,00:03:37.79,1.03,1.03,-1.61,0.23
0,00:03:37.81,-0.69,2.07,0.57,0.11
0,00:03:37.84,1.84,3.45,0.57,0.11
0,00:03:37.86,0.23,0.11,1.61,0.11
0,00:03:37.88,1.03,0.23,0.23,0.11
0,00:03:37.90,2.18,-0.57,0.23,0.23
0,00:03:37.92,4.25,5.75,0.46,0.23
0,00:03:37.94,-1.15,2.64,-0.57,0.11
0,00:03:37.96,0,1.38,2.53,0.23
0,00:03:37.98,1.38,2.18,3.91,0.11
0,00:03:38.00,-1.84,1.84,1.49,0.23
0,00:03:38.03,-1.15,2.41,-1.61,0.23
0,00:03:38.05,17.93,2.64,1.15,0.11
0,00:03:38.07,3.22,2.76,0.11,0.11
0,00:03:38.09,2.41,2.64,2.64,0.23
0,00:03:38.11,-0.92,1.03,0.46,0.11
0,00:03:38.13,1.61,3.68,1.61,0.11
0,00:03:38.15,1.61,1.84,1.38,0
0,00:03:38.17,0.57,2.53,2.3,0.11
0,00:03:38.19,1.26,2.07,1.95,0.11
0,00:03:38.22,0.8,2.18,0.34,0.11
0,00:03:38.24,1.26,1.61,1.26,0.11
0,00:03:38.26,0.46,2.64,1.38,0.11
0,00:03:38.28,0,2.41,1.49,0.23
0,00:03:38.30,0.23,2.07,2.53,0
0,00:03:38.32,0,2.3,0,0.11
0,00:03:38.34,-0.34,1.38,1.26,0.23
0,00:03:38.36,-0.8,1.61,1.95,0
0,00:03:38.38,0.46,1.72,0.57,0.11
0,00:03:38.40,0.46,2.18,0.8,0.11
0,00:03:38.42,0,1.38,-0.34,0.11
0,00:03:38.45,-0.34,1.61,0.69,0.11
0,00:03:38.47,0.69,1.38,-0.69,0.11
0,00:03:38.49,0.11,0.92,1.49,0.11
0,00:03:38.51,-0.8,0.92,0.8,0.11
0,00:03:38.53,0.69,2.18,-0.11,0.11
0,00:03:38.55,0,1.61,1.49,0.23
0,00:03:38.57,0.69,1.49,3.33,0.11
0,00:03:38.59,0.11,1.84,0.11,0.11
0,00:03:38.62,0.34,2.41,1.84,0.11
0,00:03:38.64,-0.46,1.61,0.69,0.11
0,00:03:38.66,0.23,2.3,0.11,0.11
0,00:03:38.68,-0.23,1.84,0.34,0.11
0,00:03:38.70,0.57,1.49,0.69,0.11
0,00:03:38.72,-0.34,1.15,0.23,0.23
0,00:03:38.74,0,1.38,0.69,0
0,00:03:38.76,0.34,1.49,0.46,0.11
0,00:03:38.78,0.46,1.38,1.03,0.11
0,00:03:38.80,0,1.84,1.15,0.11
0,00:03:38.83,0.23,1.49,0.69,0.11
0,00:03:38.85,0.34,1.03,0.23,0.11
0,00:03:38.87,0.57,1.61,1.72,0.11
0,00:03:38.89,1.15,1.72,1.84,0.23
0,00:03:38.91,0.69,1.38,0.8,0.23
0,00:03:38.93,0.69,1.95,1.84,0.11
0,00:03:38.95,0.92,2.3,2.07,0.23
0,00:03:38.97,0.11,2.3,0.92,0.34
0,00:03:38.99,0.46,2.41,0.23,0.23
0,00:03:39.01,0.57,1.61,0.92,0.11
0,00:03:39.04,0.34,2.41,0.8,0.11
0,00:03:39.06,-0.23,2.87,0.11,0.23
0,00:03:39.08,0,1.49,3.33,0.11
0,00:03:39.10,0.46,2.07,-1.26,0.11
0,00:03:39.12,0.8,0.92,0.11,0.11
0,00:03:39.14,0.92,2.99,-0.57,0.23
0,00:03:39.16,0.92,3.22,1.72,0.23
0,00:03:39.18,0.46,1.61,0.46,0.11
0,00:03:39.20,1.03,1.49,0.57,0.11
0,00:03:39.22,-0.69,0.46,0.23,0.11
0,00:03:39.25,-0.34,1.95,1.03,0.11
0,00:03:39.27,0.11,1.38,0.57,0.23
0,00:03:39.29,0.11,2.18,0.92,0.11
0,00:03:39.31,0.46,1.95,0.34,0.11
0,00:03:39.33,-0.23,1.15,1.15,0.11
0,00:03:39.35,1.15,2.07,1.61,0.23
0,00:03:39.37,0.57,1.49,1.49,0.23
0,00:03:39.39,0.23,1.26,1.15,0.23
0,00:03:39.41,0.34,0.92,0.46,0.11
0,00:03:39.44,1.15,1.03,0.92,0.11
0,00:03:39.46,0.8,1.38,1.03,0.11
0,00:03:39.48,0.8,1.95,0.92,0.11
0,00:03:39.50,0.92,2.18,1.26,0.23
0,00:03:39.52,0.92,2.41,1.03,0
0,00:03:39.54,1.03,2.41,1.26,0.11
0,00:03:39.56,0.92,2.18,1.26,0.23
0,00:03:39.58,0.69,2.07,1.61,0.11
0,00:03:39.60,0.92,2.07,1.26,0.23
0,00:03:39.62,1.03,1.95,1.15,0.11
0,00:03:39.65,0.69,2.3,1.49,0.23
0,00:03:39.67,0.69,2.64,1.15,0.11
0,00:03:39.69,0.69,2.64,1.26,0.11
0,00:03:39.71,0.8,2.41,1.49,0.11
0,00:03:39.73,0.8,2.3,0.69,0
0,00:03:39.75,0.92,2.07,1.15,0.11
0,00:03:39.77,0.8,1.49,1.61,0.11
0,00:03:39.79,0.69,2.07,1.26,0.11
0,00:03:39.81,1.03,2.18,1.61,0.23
0,00:03:39.83,0.8,1.84,1.26,0.23
0,00:03:39.86,1.26,2.07,1.03,0.11
0,00:03:39.88,0.69,2.18,1.15,0.11
0,00:03:39.90,0.8,2.18,0.92,0.23
0,00:03:39.92,0.92,2.18,1.03,0.11
0,00:03:39.94,0.8,2.18,1.61,0.11
0,00:03:39.96,0.69,2.76,1.38,0.23
0,00:03:39.98,3.79,2.53,1.26,0.11
0,00:03:40.00,0.8,1.84,1.15,0.11
0,00:03:40.03,1.03,2.18,1.26,0.11
0,00:03:40.05,1.49,2.41,0.8,0.11
0,00:03:40.07,1.26,2.53,0.8,0.11
0,00:03:40.09,1.38,2.3,1.72,0.11
0,00:03:40.11,1.03,2.3,1.03,0.11
0,00:03:40.13,1.15,2.3,1.49,0.11
0,00:03:40.15,0.8,2.3,1.38,0.11
0,00:03:40.17,1.03,2.3,1.61,0.11
0,00:03:40.19,0.8,2.07,1.49,0.11
0,00:03:40.21,0.92,2.3,1.03,0.11
0,00:03:40.24,0.46,1.95,1.38,0.11
0,00:03:40.26,0.57,2.3,1.15,0.11
0,00:03:40.28,0.8,2.64,1.61,0.11
0,00:03:40.30,1.38,2.64,1.15,0.11
0,00:03:40.32,0.92,2.53,1.26,0.23
0,00:03:40.34,0.57,2.07,1.38,0.23
0,00:03:40.36,0.8,2.07,1.03,0.11
0,00:03:40.38,0.92,1.95,1.38,0.11
0,00:03:40.40,0.92,2.07,1.26,0.11
0,00:03:40.42,1.03,2.3,1.38,0.11
0,00:03:40.45,0.69,2.3,1.49,0.11
0,00:03:40.47,1.03,2.3,0.92,0.23
0,00:03:40.49,0.92,2.18,1.26,0.23
0,00:03:40.51,0.69,2.07,1.26,0.23
0,00:03:40.53,0.8,2.07,1.03,0
0,00:03:40.55,0.57,2.07,1.61,0.23
0,00:03:40.57,0.8,1.72,1.26,0.23
0,00:03:40.59,0.69,1.84,1.26,0.34
0,00:03:40.61,0.92,1.84,1.49,0.11
0,00:03:40.63,0.69,1.72,1.26,0.11
0,00:03:40.66,0.57,3.45,1.03,0.11
0,00:03:40.68,0.69,2.07,1.26,0.11
0,00:03:40.70,0.8,2.18,1.15,0.11
0,00:03:40.72,0.34,2.64,0.92,0.23
0,00:03:40.74,1.03,2.07,1.03,0.11
0,00:03:40.76,0.8,2.3,1.38,0.11
0,00:03:40.78,0.69,2.3,1.61,0
0,00:03:40.80,0.92,2.18,1.26,0
0,00:03:40.82,0.92,2.18,0.92,0
0,00:03:40.85,1.15,2.18,1.15,0
0,00:03:40.87,0.69,1.95,1.38,0.11
0,00:03:40.89,0.92,2.41,0.92,0.11
0,00:03:40.91,0.8,1.72,0.92,0.11
0,00:03:40.93,1.03,2.07,1.03,0.23
0,00:03:40.95,0.92,2.18,1.03,0.11
0,00:03:40.97,0.92,1.95,1.15,0
0,00:03:40.99,0.92,1.84,1.15,0.23
0,00:03:41.01,0.92,1.95,1.03,0.23
0,00:03:41.03,0.8,2.3,0.8,0.34
0,00:03:41.06,0.34,1.95,0.92,0.11
0,00:03:41.08,0.8,2.07,1.26,0.11
0,00:03:41.10,1.15,1.61,1.38,0.11
0,00:03:41.12,0.69,2.07,1.15,0.11
0,00:03:41.14,0.69,2.18,0.8,0
0,00:03:41.16,0.23,1.84,1.26,0.11
0,00:03:41.18,0.92,1.95,1.03,0.11
0,00:03:41.20,0.92,1.84,1.15,0.23
0,00:03:41.22,0.92,2.3,0.92,0.23
0,00:03:41.24,0.34,2.18,1.15,0.11
0,00:03:41.27,0.92,2.07,1.26,0
0,00:03:41.29,0.8,1.84,1.03,0
0,00:03:41.31,1.03,2.07,1.38,0.11
0,00:03:41.33,0.46,1.95,1.15,0.11
0,00:03:41.35,0.8,0.34,1.26,0.11
0,00:03:41.37,0.8,2.3,0.8,0.23
0,00:03:41.39,0.92,1.72,0.8,0.23
0,00:03:41.41,0.69,2.07,0.92,0.11
0,00:03:41.44,1.03,2.07,0.57,0.11
0,00:03:41.46,0.69,2.18,0.46,0.11
0,00:03:41.48,0.69,1.84,0.92,0.11
0,00:03:41.50,0.8,2.07,0.34,0.11
0,00:03:41.52,0.23,2.18,0.11,0.11
0,00:03:41.54,0.46,1.95,-0.34,0.23
0,00:03:41.56,0.23,2.3,-2.53,0.34
0,00:03:41.58,1.49,2.87,-70.92,0.11
0,00:03:41.60,22.65,-8.74,-26.78,0.11
0,00:03:41.62,-75.52,-136.1,34.48,0.11
0,00:03:41.65,28.05,-24.02,43.57,0.11
0,00:03:41.67,25.98,18.85,-16.21,0.11
0,00:03:41.69,-41.15,9.77,-33.34,0.23
0,00:03:41.71,5.63,-64.72,7.01,0.11
0,00:03:41.73,-23.68,132.08,-24.94,0.11
0,00:03:41.75,18.51,45.75,-18.16,0.23
0,00:03:41.77,20.81,-5.86,4.37,0.11
0,00:03:41.79,-0.11,-2.99,1.03,0.11
0,00:03:41.81,2.53,1.15,-6.21,0.23
0,00:03:41.83,1.72,2.41,-6.09,0.34
0,00:03:41.86,-1.15,4.02,-2.07,0.11
0,00:03:41.88,2.76,1.38,-0.69,0.11
0,00:03:41.90,-1.38,0.8,-8.28,0.11
0,00:03:41.92,-1.38,-1.72,12.53,0.34
0,00:03:41.94,-7.59,3.22,6.9,0.11
0,00:03:41.96,-2.99,1.03,6.55,0.11
0,00:03:41.98,-6.78,-8.85,2.64,0.23
0,00:03:42.00,2.99,-14.83,3.68,0
0,00:03:42.02,5.63,-9.31,8.16,0.11
0,00:03:42.04,-5.98,4.94,3.1,0.11
0,00:03:42.07,-27.13,-7.36,-24.6,0.11
0,00:03:42.09,1.38,1.72,2.53,0.23
0,00:03:42.11,5.86,1.26,-0.34,0.11
0,00:03:42.13,2.87,0.11,-6.32,0.11
0,00:03:42.15,-0.92,0.23,-0.69,0.23
0,00:03:42.17,-10.81,2.76,0.23,0.11
0,00:03:42.19,4.37,1.84,1.61,0.11
0,00:03:42.21,2.53,2.41,3.56,0.34
0,00:03:42.23,2.18,1.84,2.53,0.11
0,00:03:42.26,2.3,2.64,0.92,0.11
0,00:03:42.28,1.38,3.1,0.92,0.23
0,00:03:42.30,1.26,2.99,1.61,0
0,00:03:42.32,1.38,2.87,1.61,0
0,00:03:42.34,1.84,1.38,-0.8,0
0,00:03:42.36,2.76,3.68,0.11,0.11
0,00:03:42.38,3.33,7.47,0.57,0.11
0,00:03:42.40,1.03,0.8,2.07,0.11
0,00:03:42.42,1.26,0.23,3.1,0.11
0,00:03:42.44,-2.41,-1.72,1.49,0.34
0,00:03:42.47,2.18,-2.76,1.38,0.11
0,00:03:42.49,3.33,1.72,2.18,0.11
0,00:03:42.51,4.6,2.3,1.38,0
0,00:03:42.53,2.64,2.76,2.18,0.23
0,00:03:42.55,2.3,3.91,2.53,0.11
0,00:03:42.57,1.38,2.07,1.03,0.11
0,00:03:42.59,1.38,1.03,0.57,0.11
0,00:03:42.61,0.69,2.07,1.61,0.11
0,00:03:42.63,0.34,1.95,0.92,0.11
0,00:03:42.65,2.3,2.41,2.99,0.11
0,00:03:42.68,1.38,2.3,1.38,0.11
0,00:03:42.70,1.49,1.61,0.57,0.11
0,00:03:42.72,1.15,2.3,-0.23,0.11
0,00:03:42.74,0.92,2.64,1.03,0.11
0,00:03:42.76,1.49,3.1,1.49,0.11
0,00:03:42.78,0.92,2.3,1.38,0.11
0,00:03:42.80,0.69,2.53,1.95,0.23
0,00:03:42.82,0.92,2.07,0.57,0.11
0,00:03:42.85,1.38,2.07,1.26,0.11
0,00:03:42.87,0.8,2.18,1.84,0.11
0,00:03:42.89,0.69,2.18,1.26,0.11
0,00:03:42.91,0.46,1.95,0.69,0.11
0,00:03:42.93,0.34,1.61,1.15,0.11
0,00:03:42.95,0,2.07,0.46,0
0,00:03:42.97,0.46,2.18,0.46,0.11
0,00:03:42.99,1.26,2.18,0.8,0
0,00:03:43.01,0.92,2.99,1.49,0.23
0,00:03:43.03,0.23,2.3,1.84,0.11
0,00:03:43.06,0.23,2.07,1.95,0.11
0,00:03:43.08,1.61,2.18,0.46,0.23
0,00:03:43.10,0.8,1.95,1.72,0.11
0,00:03:43.12,0.69,1.95,1.84,0.11
0,00:03:43.14,1.38,1.26,0.57,0.11
0,00:03:43.16,1.15,1.03,0.57,0.11
0,00:03:43.18,1.03,1.61,0.92,0.11
0,00:03:43.20,0.8,1.38,0,0.11
0,00:03:43.22,1.03,1.26,1.38,0.11
0,00:03:43.24,1.15,1.84,1.72,0.11
0,00:03:43.27,1.15,2.3,1.26,0.11
0,00:03:43.29,1.26,2.3,0.92,0.11
0,00:03:43.31,1.15,2.53,0.69,0.11
0,00:03:43.33,0.92,1.84,1.03,0.11
0,00:03:43.35,0.92,2.18,0.34,0.11
0,00:03:43.37,0.69,1.95,1.15,0.23
0,00:03:43.39,0.34,1.84,1.15,0.11
0,00:03:43.41,0.11,1.49,1.49,0.11
0,00:03:43.43,0.57,2.18,1.26,0.11
0,00:03:43.46,0.57,2.18,0.8,0.11
0,00:03:43.48,0.69,1.95,0.57,0.23
0,00:03:43.50,1.15,1.95,0.69,0.11
0,00:03:43.52,0.92,1.72,1.03,0.11
0,00:03:43.54,1.26,1.61,0.8,0.11
0,00:03:43.56,1.15,1.95,1.03,0.11
0,00:03:43.58,0.46,1.49,0.92,0.11
0,00:03:43.60,0.23,1.95,0.69,0.11
0,00:03:43.62,0.46,2.53,1.15,0.11
0,00:03:43.64,0.8,1.72,0.57,0.11
0,00:03:43.67,1.03,2.18,1.03,0.11
0,00:03:43.69,0.69,1.84,0.8,0.23
0,00:03:43.71,0.92,2.41,0.92,0
0,00:03:43.73,0.69,2.18,1.26,0.23
0,00:03:43.75,0.8,1.95,1.26,0.11
0,00:03:43.77,0.92,1.61,0.69,0.11
0,00:03:43.79,1.15,2.41,0.69,0.23
0,00:03:43.81,1.03,2.07,0.23,0.34
0,00:03:43.83,0.8,1.95,0.69,0.11
0,00:03:43.85,0.8,2.3,0.92,0
0,00:03:43.88,0.92,2.18,0.92,0
0,00:03:43.90,1.15,2.18,0.8,0
0,00:03:43.92,1.26,2.18,1.15,0.23
0,00:03:43.94,1.15,2.18,1.03,0.23
0,00:03:43.96,1.03,2.07,1.03,0.11
0,00:03:43.98,1.15,2.07,0.34,0.11
0,00:03:44.00,1.38,1.72,0.8,0.23
0,00:03:44.02,0.8,1.84,1.26,0.23
0,00:03:44.04,1.03,2.18,1.15,0.11
0,00:03:44.06,1.03,2.3,0.92,0.11
0,00:03:44.09,0.8,2.3,1.03,0.11
0,00:03:44.11,1.26,2.18,0.92,0.11
0,00:03:44.13,1.26,2.07,1.15,0.11
0,00:03:44.15,1.15,1.84,1.03,0
0,00:03:44.17,0.92,2.07,0.92,0.23
0,00:03:44.19,0.92,1.95,0.8,0.11
0,00:03:44.21,1.26,1.95,0.92,0.23
0,00:03:44.23,1.26,1.95,0.69,0.23
0,00:03:44.26,0.92,1.61,0.92,0.11
0,00:03:44.28,0.69,2.18,1.03,0.34
0,00:03:44.30,1.03,2.07,0.57,0.11
0,00:03:44.32,0.57,2.3,0.11,0.11
0,00:03:44.34,1.26,2.41,-0.69,0.34
0,00:03:44.36,1.49,2.99,-2.07,0.11
0,00:03:44.38,2.41,3.1,-1.03,0.11
0,00:03:44.40,-40.69,-8.85,-184.72,0.11
0,00:03:44.42,-149.2,-155.76,79.66,0.11
0,00:03:44.44,33.68,3.33,3.33,0.11
0,00:03:44.47,-59.89,-5.98,41.96,0.11
0,00:03:44.49,10.58,-30.23,-29.43,0.11
0,00:03:44.51,30,5.06,17.24,0.23
0,00:03:44.53,-4.37,-29.08,21.73,0.11
0,00:03:44.55,-12.53,66.79,0.92,0.23
0,00:03:44.57,1.84,4.14,-13.33,0
0,00:03:44.59,4.48,-5.4,0.8,0.23
0,00:03:44.61,-3.56,-0.11,9.08,0.11
0,00:03:44.63,0.34,2.87,-6.55,0.34
0,00:03:44.65,3.56,2.53,-1.72,0.11
0,00:03:44.68,4.71,3.33,-1.03,0.11
0,00:03:44.70,9.89,2.53,-4.94,0.11
0,00:03:44.72,0.69,4.83,1.15,0.11
0,00:03:44.74,2.07,-15.98,2.07,0.11
0,00:03:44.76,-7.82,1.26,8.97,0.23
0,00:03:44.78,-6.78,-7.01,6.21,0.11
0,00:03:44.80,-5.63,-6.21,3.22,0.11
0,00:03:44.82,-7.13,-20.23,1.49,0.11
0,00:03:44.84,-3.1,-5.17,-46.44,0.11
0,00:03:44.87,-0.46,-0.8,-7.47,0.11
0,00:03:44.89,-6.09,6.09,-17.7,0.11
0,00:03:44.91,-1.84,3.91,-4.02,0.57
0,00:03:44.93,3.22,1.15,-4.6,0.11
0,00:03:44.95,1.61,0.8,-8.85,0.11
0,00:03:44.97,-7.13,-2.18,-5.29,0.11
0,00:03:44.99,-4.02,-1.03,1.72,0.23
0,00:03:45.01,-1.26,2.18,2.07,0.23
0,00:03:45.03,0.92,-2.41,1.15,0.11
0,00:03:45.05,2.07,2.41,1.84,0.23
0,00:03:45.08,2.18,0.92,0.46,0.11
0,00:03:45.10,1.95,2.99,0,0.11
0,00:03:45.12,1.61,2.41,2.76,0.11
0,00:03:45.14,2.64,3.22,3.33,0
0,00:03:45.16,2.41,3.91,2.07,0.11
0,00:03:45.18,2.18,2.76,1.38,0.23
0,00:03:45.20,1.72,1.49,2.76,0.11
0,00:03:45.22,2.3,2.18,0.57,0.11
0,00:03:45.24,3.33,4.6,1.84,0.11
0,00:03:45.26,3.68,3.22,1.15,0.23
0,00:03:45.29,1.15,1.15,0.69,0.23
0,00:03:45.31,1.72,1.49,1.38,0.11
0,00:03:45.33,-1.03,1.84,1.61,0.11
0,00:03:45.35,2.07,0.69,0.8,0
0,00:03:45.37,2.18,4.71,1.95,0.34
0,00:03:45.39,2.18,0.8,2.18,0.11
0,00:03:45.41,1.61,0.34,1.95,0.11
0,00:03:45.43,1.38,3.56,1.61,0.23
0,00:03:45.45,1.61,2.87,1.15,0.11
0,00:03:45.47,0.57,3.1,1.61,0.11
0,00:03:45.50,-1.84,1.61,1.49,0.11
0,00:03:45.52,0.92,1.61,1.38,0.11
0,00:03:45.54,1.72,1.03,1.84,0.11
0,00:03:45.56,1.84,2.87,1.15,0.23
0,00:03:45.58,1.61,2.3,1.38,0.11
0,00:03:45.60,5.06,1.84,2.18,0.11
0,00:03:45.62,1.03,1.49,2.18,0.11
0,00:03:45.64,1.26,3.56,1.03,0.11
0,00:03:45.67,1.61,2.07,1.72,0.11
0,00:03:45.69,1.38,1.95,1.61,0.11
0,00:03:45.71,0.46,1.84,1.15,0.11
0,00:03:45.73,1.03,1.95,0.46,0.23
0,00:03:45.75,0.34,1.72,-0.34,0
0,00:03:45.77,0.34,3.33,0.23,0.11
0,00:03:45.79,-0.57,1.95,0.34,0.11
0,00:03:45.81,0.46,1.38,1.84,0
0,00:03:45.83,0.8,1.84,1.38,0.11
0,00:03:45.85,0.8,0.69,1.84,0.11
0,00:03:45.88,1.26,1.49,1.38,0.23
0,00:03:45.90,1.95,1.49,1.61,0.11
0,00:03:45.92,1.03,1.61,1.38,0.11
0,00:03:45.94,0.57,1.49,1.72,0.11
0,00:03:45.96,0.57,1.15,1.72,0.23
0,00:03:45.98,1.61,1.49,2.18,0.23
0,00:03:46.00,1.15,1.61,1.26,0.11
0,00:03:46.02,1.49,1.61,1.61,0.11
0,00:03:46.04,1.61,1.61,1.61,0.11
0,00:03:46.06,1.26,2.07,1.61,0.23
0,00:03:46.09,0.8,1.38,1.49,0.23
0,00:03:46.11,0,1.49,0.57,0.11
0,00:03:46.13,0.69,2.07,0.57,0.11
0,00:03:46.15,0.57,2.18,1.61,0.11
0,00:03:46.17,0.46,1.61,1.61,0.11
0,00:03:46.19,0.8,2.41,1.26,0.11
0,00:03:46.21,0.46,1.84,-0.69,0.11
0,00:03:46.23,0.8,1.95,-2.3,0.11
0,00:03:46.25,0,2.3,-0.23,0.11
0,00:03:46.28,0.8,1.61,0.57,0
0,00:03:46.30,1.15,2.07,1.38,0.11
0,00:03:46.32,0.69,2.18,0.8,0.11
0,00:03:46.34,0.92,2.18,0.69,0.11
0,00:03:46.36,0.8,1.61,0.34,0.11
0,00:03:46.38,0.57,1.38,1.15,0.11
0,00:03:46.40,0.92,1.15,0.69,0.11
0,00:03:46.42,0.69,1.49,0.57,0
